Title,Content,Text,Note
#542 Neutrinos,"In June 1998, an international team of Japanese and US physicists unveiled strong evidence that elusive subatomic particles known as neutrinos have mass. These findings run (Answer: counter) to the standard model of particle physics—the basic theory about the structure of matter—which holds that these electrically neutral, weakly interacting particles have no mass. The discovery means that existing theoretical models of matter must now be (Answer: revised) to include neutrinos with mass. Neutrinos occur in three states: electron, muon, and tau, with the names signifying what is produced when a neutrino collides with another particle. (Answer: Observers) do not see the neutrinos themselves, but can detect the creation of electrons and muons from faint flashes of light following a particle collision. The physicists used the giant Super-Kamiokande—the world's biggest neutrino detector buried deep underground in Mozumi, Japan. In the experiment, (Answer: submerged) in a 50,000-ton tank of purified water, neutrinos created when cosmic rays bombard Earth's upper atmosphere were counted relative to the number expected to penetrate the cavern. The experimenters found that the number of electron-neutrinos detected was relatively constant with theorized totals, while the number of muon-neutrinos was significantly lower. This indicated that they were disappearing into another state, or ""flavor,"" such as an undetected tau-neutrino, or possibly another type.","- Vào tháng 6 năm 1998, một nhóm các nhà vật lý Nhật Bản và Mỹ đã công bố bằng chứng mạnh mẽ cho thấy các hạt hạ nguyên tử được gọi là neutrino có khối lượng.
- Phát hiện này trái ngược với mô hình chuẩn của vật lý hạt, cho rằng neutrino không có khối lượng.
- Phát hiện này có nghĩa là các mô hình lý thuyết hiện có cần phải được sửa đổi để bao gồm neutrino có khối lượng.
- Neutrino tồn tại ở ba trạng thái: electron, muon và tau.
- Các nhà quan sát không thấy neutrino nhưng có thể phát hiện sự tạo ra electron và muon thông qua những ánh sáng mờ nhạt từ va chạm hạt.
- Các nhà vật lý đã sử dụng Super-Kamiokande, máy dò neutrino lớn nhất thế giới, nằm sâu dưới lòng đất ở Mozumi, Nhật Bản.
- Trong thí nghiệm, neutrino được tạo ra khi các tia vũ trụ va chạm với bầu khí quyển của Trái Đất đã được đếm so với số lượng dự kiến.

Từ trong phần ""Answer"" và quy tắc ngữ pháp:
1. counter:
- Giải thích: Danh từ, có nghĩa là ""đối kháng"" hoặc ""trái ngược"". Trong ngữ cảnh, nó được dùng để chỉ việc phát hiện ra điều gì đó đi ngược lại quy luật hoặc lý thuyết đã biết.

2. revised:
- Giải thích: Động từ, dạng quá khứ của ""revise"", có nghĩa là ""sửa đổi"". Quy tắc ngữ pháp cho thấy động từ này được dùng để diễn tả hành động đã xảy ra trong quá khứ.

3. Observers:
- Giải thích: Danh từ số nhiều, chỉ những người quan sát. Quy tắc ngữ pháp cho thấy từ này được dùng để chỉ một nhóm người thay vì một cá nhân.

4. submerged:
- Giải thích: Động từ, dạng quá khứ của ""submerge"", có nghĩa là ""ngâm"" hoặc ""chìm"". Quy tắc ngữ pháp cho thấy động từ này được sử dụng để diễn tả tình trạng đã được thực hiện trong quá khứ.",
#543 Ernest,"Ernest Shackleton was a British explorer of the South Pole who is best remembered for leading his crew to safety after the failed expedition of the Endurance (1914–16). Shackleton had been a junior officer on Robert Falcon Scott's discovery (Answer: expedition) (1902–03), and his travels with the Nimrod (1907-09) had taken him closer to the South Pole than anyone before. After Roald Amundsen reached the Pole in 1911, Shackleton and a crew of 28 men set out in his ship Endurance in 1914, in the (Answer: hope) of being the first to cross the polar continent. The ship was frozen in ice, then crushed, and Shackleton and his men set out in lifeboats after nearly a year and a half on the ice. Shackleton, known as ""The Boss,"" took five men and sailed 800 miles in an open boat from Elephant Island to the island of South Georgia, then went back and (Answer: saved) the rest of his crew, all of whom survived. Almost two years after starting out, they reached safety in South America in September 1916. In spite of his heroics, Shackleton had a hard time back in England with finances and alcohol. He (Answer: eventually) managed to get financing for another voyage to Antarctica in 1921, but he had a fatal heart attack at South Georgia Island and (Answer: never) made it.","- Ernest Shackleton là một nhà thám hiểm người Anh nổi tiếng với việc dẫn dắt đội ngũ của mình đến an toàn sau khi cuộc thám hiểm Endurance thất bại (1914–16).
- Shackleton đã từng là một sĩ quan cấp dưới trong cuộc thám hiểm của Robert Falcon Scott (1902–03).
- Sau khi Roald Amundsen đạt được cực nam vào năm 1911, Shackleton và 28 người đã khởi hành trên chiếc tàu Endurance vào năm 1914 với hy vọng trở thành người đầu tiên vượt qua lục địa cực.
- Tàu đã bị đóng băng trong băng và bị nghiền nát.
- Shackleton và nhóm của ông đã đi thuyền trong những chiếc thuyền cứu sinh sau gần một năm rưỡi trên băng.
- ""Ông Boss"" đã cùng năm người chèo thuyền 800 dặm từ Đảo Elephant đến Đảo South Georgia.
- Sau đó, ông đã quay lại cứu những người còn lại trong đội của mình, tất cả đều sống sót.
- Họ đã đến an toàn tại Nam Mỹ vào tháng 9 năm 1916.
- Mặc dù đã có những hành động anh hùng, Shackleton gặp khó khăn trong việc tài chính và rượu tại Anh.
- Ông đã thành công trong việc tìm kiếm tài trợ cho một chuyến đi khác đến Nam Cực vào năm 1921, nhưng ông đã qua đời do cơn đau tim tại Đảo South Georgia và không bao giờ hoàn thành chuyến đi.

Danh sách từ trong phần ""Answer"":
1. expedition
- Giải thích ngữ pháp: Danh từ, có nghĩa là ""cuộc thám hiểm."" Từ này được sử dụng để chỉ một hành trình hoặc cuộc hành trình với một mục đích cụ thể, thường là để khám phá hoặc nghiên cứu.

2. hope
- Giải thích ngữ pháp: Danh từ, có nghĩa là ""hy vọng."" Từ này diễn tả cảm giác mong muốn điều gì đó xảy ra trong tương lai.

3. saved
- Giải thích ngữ pháp: Động từ, dạng quá khứ của ""save,"" có nghĩa là ""cứu."" Động từ này được sử dụng để diễn tả hành động giúp đỡ ai đó thoát khỏi một tình huống nguy hiểm.

4. eventually
- Giải thích ngữ pháp: Trạng từ, có nghĩa là ""cuối cùng."" Từ này được sử dụng để chỉ rằng điều gì đó xảy ra sau một thời gian dài hoặc sau một số sự kiện khác.

5. never
- Giải thích ngữ pháp: Trạng từ, có nghĩa là ""không bao giờ."" Từ này được dùng để diễn tả sự không xảy ra của một hành động hoặc sự kiện trong bất kỳ thời điểm nào.",
#544 Pinker,"In a sequence of bestsellers, including The Language Instinct and How the Mind Works, Pinker has argued the swathes of our mental, social and emotional lives may have (Answer: originated) as evolutionary adaptations, well suited to the lives our ancestors eked out on the Pleistocene savannah. Sometimes it seems as if nothing is (Answer: immune) from being explained this way. Road rage, adultery, marriage, altruism, our tendency to reward senior executives with corner offices on the top floor, and the smaller number of women who become mechanical engineers — all may have their (Answer: roots) in natural selection, Pinker claims. The controversial implications are obvious: that men and women might (Answer: differ) in their inborn abilities at performing certain tasks, for example, or that parenting may have (Answer: little) influence on personality.","- Steven Pinker trong các tác phẩm nổi tiếng như ""The Language Instinct"" và ""How the Mind Works"" đã lập luận rằng nhiều khía cạnh trong cuộc sống tinh thần, xã hội và cảm xúc của chúng ta có thể có nguồn gốc từ những thích nghi tiến hóa.
- Ông cho rằng nhiều hành vi của con người, từ cơn thịnh nộ khi lái xe đến sự khác biệt trong khả năng của nam và nữ, đều có thể được giải thích bằng sự chọn lọc tự nhiên.
- Những ý tưởng của ông gây tranh cãi, ví dụ như việc cha mẹ có thể ít ảnh hưởng đến tính cách của con cái.

### Các từ trong phần ""Answer"" từ văn bản:
- originated: Động từ, quá khứ phân từ của ""originate,"" nghĩa là bắt nguồn từ.
- immune: Tính từ, nghĩa là miễn dịch.
- roots: Danh từ số nhiều, nghĩa là gốc rễ.
- differ: Động từ, nghĩa là khác biệt.
- little: Tính từ hoặc trạng từ, nghĩa là một ít hoặc không nhiều.

### Quy tắc ngữ pháp cho các từ:
- originated: Thì quá khứ phân từ, thường được sử dụng trong câu bị động hoặc để tạo thành hiện tại hoàn thành.
- immune: Tính từ, thường đứng trước danh từ để mô tả trạng thái miễn dịch; không thay đổi hình thức theo số.
- roots: Danh từ số nhiều, dùng để chỉ nhiều nguồn gốc hoặc gốc rễ, thường đứng sau động từ hoặc giới từ.
- differ: Động từ nguyên thể, thường đi kèm với giới từ ""from"" khi so sánh sự khác biệt giữa hai hoặc nhiều đối tượng.
- little: Tính từ hoặc trạng từ, thường sử dụng để chỉ một lượng nhỏ hoặc không đáng kể; có thể được sử dụng trong các câu so sánh.",
#545 Social Isolation,"Sound depressing, even apocalyptic? Well, it could be the future. If government (Answer: forecasts) are right, about 20 years from now, two out of five households will be single (Answer: occupancy). And there is evidence the situation is already (Answer: deteriorating). According to a report, Social Isolation in America, published in the American Sociological Review in 2006, the average American today has only two close friends. Twenty-five per cent of those surveyed said they do not have anyone to talk with about important things—And yet, while some are (Answer: declaring) a crisis in our ability to make friends, others are saying exactly the opposite. For example, MSN's Anatomy of Friendship Report, published last November, suggests that the average Briton has 54 friends—a (Answer: spectacular) rise of 64 per cent since 2003.","- Tình trạng cô đơn xã hội có thể là một vấn đề lớn trong tương lai, với dự đoán rằng khoảng 20 năm nữa, hai trong năm hộ gia đình sẽ sống một mình.
- Một báo cáo năm 2006 cho thấy trung bình người Mỹ chỉ có hai người bạn thân.
- 25% người tham gia khảo sát cho biết họ không có ai để nói chuyện về những điều quan trọng.
- Mặc dù một số người cho rằng có một cuộc khủng hoảng trong khả năng kết bạn, nhưng một báo cáo khác lại cho rằng người Anh trung bình có 54 người bạn, tăng 64% so với năm 2003.

### Từ trong phần ""Answer"":
- forecasts: danh từ, số nhiều, chỉ sự dự đoán.
- occupancy: danh từ, chỉ tình trạng chiếm hữu, ở đây chỉ việc có người sống trong một hộ gia đình.
- deteriorating: động từ, dạng hiện tại phân từ, chỉ sự giảm sút hoặc xấu đi.
- declaring: động từ, dạng hiện tại phân từ, chỉ hành động tuyên bố.
- spectacular: tính từ, chỉ sự ấn tượng, ngoạn mục.",
#546 Edison,"Thomas Alva Edison was both a scientist and an inventor. Born in 1847, Edison would see (Answer: tremendous) changes take place in his lifetime. He was also to be responsible for making many of those changes occur. When Edison was born, society still thought of electricity as a (Answer: novelty) , a fad. By the time he died, entire cities were lit by electricity. Much of the credit for that progress goes to Edison. In his lifetime, Edison patented 1,093 inventions, earning him the nickname “The Wizard of Menlo Park. ” The most famous of his inventions was the incandescent light bulb. Besides the light bulb, Edison (Answer: developed) the phonograph and the “kinetoscope,” a small box for viewing moving films. Thomas Edison is also the first person in the US to make his own filmstrips. He also (Answer: improved) upon the original design of the stock ticker, the telegraph, and Alexander Graham Bell’s telephone. He believed in hard work, sometimes working twenty hours a day. Edison was quoted as saying, “Genius is one percent inspiration and 99 percent perspiration. ” In (Answer: tribute) to this important American, electric lights in the United States were dimmed for one minute on October 21, 1931, a few days after his death.","- Thomas Alva Edison là một nhà khoa học và nhà phát minh nổi tiếng, sinh năm 1847.
- Ông đã có nhiều đóng góp quan trọng cho sự phát triển của điện và công nghệ trong suốt cuộc đời mình.
- Edison đã cấp bằng sáng chế cho 1,093 phát minh, nổi bật nhất là bóng đèn sợi đốt.
- Ông cũng phát triển máy ghi âm và ""kinetoscope,"" một thiết bị xem phim.
- Edison được biết đến với công việc chăm chỉ, có khi làm việc lên đến hai mươi giờ mỗi ngày.
- Sau khi ông qua đời, đèn điện ở Mỹ đã được giảm ánh sáng trong một phút để tưởng niệm ông vào ngày 21 tháng 10 năm 1931.

Danh sách từ trong phần ""Answer"" và quy tắc ngữ pháp:

1. tremendous: Tính từ, có nghĩa là ""to lớn"" hoặc ""khổng lồ"". Dùng để miêu tả một điều gì đó rất lớn hoặc ấn tượng.

2. novelty: Danh từ, có nghĩa là ""mới lạ"" hoặc ""điều mới"". Thường dùng để chỉ một điều gì đó chưa từng có hoặc ít được biết đến.

3. developed: Động từ, dạng quá khứ của ""develop"". Có nghĩa là ""phát triển"". Dùng để chỉ hành động làm cho một cái gì đó trở nên tốt hơn hoặc lớn hơn theo thời gian.

4. improved: Động từ, dạng quá khứ của ""improve"". Có nghĩa là ""cải thiện"". Dùng để chỉ hành động làm cho một cái gì đó trở nên tốt hơn.

5. tribute: Danh từ, có nghĩa là ""tri ân"" hoặc ""tưởng niệm"". Dùng để chỉ một hành động hoặc món quà thể hiện sự tôn trọng hoặc kính trọng đối với ai đó.",
#547 Impressionist,"Impressionism was a nineteenth century art movement that began as a loose association of Paris-based artists who started publicly exhibiting their art in the 1860s. Characteristics of Impressionist painting include visible brush strokes, light colors, open composition, (Answer: emphasis) on light in its changing qualities (often accentuating the effects of the passage of time), ordinary subject matter, and unusual visual angles. The name of the movement (Answer: is derived) from Claude Monet's Impression, Sunrise (Impression, soleil levant). Critic Louis Leroy inadvertently coined the term in a satiric review published in Le Charivari. Radicals in their time, early Impressionists broke the rules of academic painting. They began by giving colors, freely brushed, primacy over line, drawing (Answer: inspiration) from the work of painters such as Eugene Delacroix. They also took the (Answer: act) of painting out of the studio and into the world. Previously, not only still-lives and portraits, but also landscapes had been painted indoors, but the Impressionists found that they could (Answer: capture) the momentary and transient effects of sunlight by painting air (in plain air).","- Ấn tượng là một phong trào nghệ thuật thế kỷ 19 bắt đầu như một hiệp hội lỏng lẻo của các nghệ sĩ có trụ sở tại Paris.
- Các đặc điểm của tranh Ấn tượng bao gồm nét cọ rõ ràng, màu sắc sáng, và bố cục mở.
- Phong trào tập trung vào ánh sáng và các phẩm chất thay đổi của nó, nhấn mạnh hiệu ứng của sự trôi qua của thời gian.
- Tên của phong trào xuất phát từ bức tranh ""Impression, Sunrise"" của Claude Monet.
- Các nghệ sĩ Ấn tượng đã phá vỡ các quy tắc của hội họa học thuật và đưa màu sắc lên hàng đầu, lấy cảm hứng từ các nghệ sĩ như Eugene Delacroix.
- Họ đã mang hoạt động vẽ ra khỏi studio và vào thế giới, tìm thấy cách nắm bắt các hiệu ứng ánh sáng tạm thời và thoáng qua bằng cách vẽ ngoài trời.

Từ trong phần Trả lời:
1. emphasis
- Giải thích ngữ pháp: Danh từ ""emphasis"" chỉ sự nhấn mạnh hoặc tầm quan trọng của một điều gì đó. Trong câu, nó được sử dụng để chỉ ra rằng phong trào Ấn tượng tập trung vào ánh sáng.

2. is derived
- Giải thích ngữ pháp: ""is derived"" là dạng bị động của động từ ""derive,"" có nghĩa là xuất phát hoặc lấy nguồn gốc từ. Trong câu, nó chỉ ra rằng tên của phong trào có nguồn gốc từ một tác phẩm cụ thể.

3. inspiration
- Giải thích ngữ pháp: ""inspiration"" là danh từ chỉ sự cảm hứng hoặc ảnh hưởng mà một người hoặc một điều gì đó mang lại cho một ý tưởng hoặc tác phẩm. Trong câu, nó được sử dụng để chỉ ra rằng các nghệ sĩ Ấn tượng đã lấy cảm hứng từ các nghệ sĩ khác.

4. act
- Giải thích ngữ pháp: ""act"" có thể được sử dụng như một danh từ hoặc động từ. Ở đây, nó được sử dụng như một danh từ để chỉ hành động hoặc quá trình vẽ tranh.

5. capture
- Giải thích ngữ pháp: ""capture"" là động từ có nghĩa là nắm bắt hoặc ghi lại. Trong câu, nó chỉ ra rằng các nghệ sĩ Ấn tượng đã cố gắng nắm bắt các hiệu ứng ánh sáng.",
#548 Trigger Points,"All approaches aim to increase blood flow to areas of tension and to release painful knots (Answer: of) muscle known as ""trigger points"". ""Trigger points are tense areas of muscle that are almost constantly contracting,"" says Kippen. ""The contraction causes pain, which in turn causes contraction, so you have a vicious circle. This is what deep tissue massage aims to break. ""The way to do this, as I found out under Ogedengbe's elbow, is to apply pressure (Answer: to) the point, stopping the blood flow, and then to release, which causes the brain to flood the affected area (Answer: with) blood, encouraging the muscle to relax. At the same time, says Kippen, you can fool the tensed muscle (Answer: into) relaxing (Answer: by) applying pressure to a complementary one nearby. ""If you cause any muscle to contract, its opposite will expand. So you try to trick the body into relaxing the muscle that is in spasm. ""","- Các phương pháp điều trị đều nhằm tăng cường lưu thông máu đến các vùng căng thẳng và giải phóng các điểm đau (trigger points) trong cơ.
- ""Trigger points"" là những vùng cơ căng thẳng gần như luôn co lại, gây ra đau đớn và tạo thành một vòng luẩn quẩn.
- Massage sâu là phương pháp nhằm phá vỡ vòng luẩn quẩn này bằng cách áp lực lên điểm đau, ngừng lưu thông máu, rồi sau đó thả lỏng, giúp não bộ cung cấp máu đến vùng bị ảnh hưởng, khuyến khích cơ bắp thư giãn.
- Áp dụng áp lực lên một cơ bắp bổ sung gần đó có thể giúp cơ bắp căng thẳng thư giãn.

### Các từ trong phần ""Answer"" và quy tắc ngữ pháp:

1. of
- Giải thích: Giới từ chỉ sự sở hữu hoặc thuộc về. Trong câu, ""knots of muscle"" có nghĩa là ""các nút thắt của cơ"".

2. to
- Giải thích: Giới từ chỉ hướng hoặc mục đích. Trong câu, ""apply pressure to the point"" có nghĩa là ""áp lực lên điểm"".

3. with
- Giải thích: Giới từ chỉ phương tiện hoặc phương pháp. Trong câu, ""flood the affected area with blood"" có nghĩa là ""làm ngập khu vực bị ảnh hưởng bằng máu"".

4. into
- Giải thích: Giới từ chỉ sự chuyển động vào bên trong. Trong câu, ""trick the tensed muscle into relaxing"" có nghĩa là ""lừa cơ bắp căng thẳng thư giãn"".

5. by
- Giải thích: Giới từ chỉ cách thức hoặc phương pháp. Trong câu, ""by applying pressure"" có nghĩa là ""bằng cách áp lực"".",
#549 Poverty,"Measuring poverty on a global scale (Answer: requires) establishing a uniform poverty level across extremely divergent economies, which can result in only rough comparisons. The World Bank has defined the international poverty line as U. S. $1 and $2 per day in 1993 Purchasing Power Parity (PPP), which adjusts for differences in the (Answer: prices) of goods and services between countries. The $1 per day level is generally used for the (Answer: least) developed countries, primarily African; the $2-per-day level is used for middle- (Answer: income) economies such as those of East Asia and Latin America.","- Nội dung: Đo lường nghèo đói trên quy mô toàn cầu yêu cầu thiết lập một mức độ nghèo đói thống nhất giữa các nền kinh tế khác nhau, điều này có thể dẫn đến chỉ các so sánh thô.
- Ngân hàng Thế giới đã định nghĩa mức nghèo đói quốc tế là 1 và 2 đô la Mỹ mỗi ngày theo sức mua PPP năm 1993, điều chỉnh cho sự khác biệt về giá cả hàng hóa và dịch vụ giữa các quốc gia.
- Mức độ 1 đô la mỗi ngày thường được sử dụng cho các quốc gia phát triển ít nhất, chủ yếu là ở châu Phi; mức 2 đô la mỗi ngày được sử dụng cho các nền kinh tế thu nhập trung bình như Đông Á và Mỹ Latinh.

Danh sách các từ trong phần Trả lời:
- requires:
- Giải thích ngữ pháp: Động từ ""require"" (cần) ở dạng hiện tại đơn, ngôi thứ ba số ít. Khi chủ ngữ là số ít, động từ sẽ thêm -s ở cuối.

- prices:
- Giải thích ngữ pháp: Danh từ ""price"" (giá) ở dạng số nhiều. Danh từ số nhiều thường được hình thành bằng cách thêm -s vào danh từ số ít.

- least:
- Giải thích ngữ pháp: Tính từ ""least"" (ít nhất) là dạng so sánh bậc thấp của ""little"" (ít). Dùng để chỉ mức độ thấp nhất trong một nhóm.

- income:
- Giải thích ngữ pháp: Danh từ ""income"" (thu nhập) ở dạng số ít. Danh từ không đếm được thường không có hình thức số nhiều và thường chỉ có một dạng duy nhất.",
#550 Indian Onion,"The most (Answer: vital) ingredient in Indian cooking, the (Answer: basic) element with which all dishes begin and, normally, the cheapest vegetable available, the pink onion is an essential item in the shopping basket of families of all classes. A popular saying holds that you will never starve because you can always afford a roti (a piece of simple, flat bread) and an onion. But in recent weeks, the onion has started to seem an unaffordable (Answer: luxury) for India's poor. Over the past few days, another sharp (Answer: surge) in prices has begun to unsettle the influential urban middle classes. The sudden spike in prices has been caused by large exports to neighboring countries and a shortage of (Answer: supply). With its capacity for bringing down governments and scarring political careers, the onion plays an explosive role in Indian politics. This week reports of rising onion prices have made front-page news and absorbed the attention of the governing elite.","- Hành tây là nguyên liệu thiết yếu trong nấu ăn Ấn Độ, thường là loại rau rẻ nhất và có mặt trong giỏ hàng của mọi gia đình.
- Một câu nói phổ biến cho rằng bạn sẽ không bao giờ đói vì bạn luôn có thể mua roti và hành tây.
- Gần đây, hành tây đã trở thành một mặt hàng xa xỉ đối với những người nghèo ở Ấn Độ do giá cả tăng cao.
- Giá hành tây đã tăng đột ngột do xuất khẩu lớn sang các nước láng giềng và thiếu hụt nguồn cung.
- Hành tây có vai trò quan trọng trong chính trị Ấn Độ và ảnh hưởng đến chính phủ.

Danh sách từ trong phần ""Answer"":
- vital: (tính từ) quan trọng, thiết yếu. Quy tắc ngữ pháp: Tính từ dùng để mô tả danh từ, mang nghĩa chỉ mức độ cần thiết.
- basic: (tính từ) cơ bản, nền tảng. Quy tắc ngữ pháp: Tính từ dùng để đưa ra thông tin chính về danh từ.
- luxury: (danh từ) sự xa xỉ. Quy tắc ngữ pháp: Danh từ chỉ trạng thái hoặc điều kiện không cần thiết nhưng lại được ưa chuộng.
- surge: (danh từ) sự tăng vọt. Quy tắc ngữ pháp: Danh từ chỉ sự gia tăng đột ngột, thường được sử dụng để mô tả tình huống hoặc hiện tượng.
- supply: (danh từ) nguồn cung cấp. Quy tắc ngữ pháp: Danh từ chỉ lượng hàng hóa hoặc dịch vụ có sẵn để cung cấp cho nhu cầu.",
#551 Spanish Language,"If after years of Spanish classes, some people still find it impossible to understand some native speakers, they should not worry. This does not (Answer: necessarily) mean the lessons were wasted. Millions of Spanish speakers use neither standard Latin American Spanish nor Castilian, which (Answer: predominate) in US schools. The confusion is partly political - the Spanish-speaking world is very diverse. Spanish is the language of 19 separate countries and Puerto Rico. This means that there is no one standard dialect. The most common Spanish dialect taught in the US is standard Latin American. It is sometimes called ""Highland"" Spanish since it is generally spoken in the (Answer: mountainous) areas of Latin America. While each country retains its own (Answer: accents) and has some unique vocabulary, residents of countries such as Mexico, Colombia, Peru, and Bolivia generally speak Latin American Spanish, especially in urban centers. This dialect is noted for its (Answer: pronunciation) of each letter and its strong ""r"" sounds. This Spanish was spoken in Spain in the sixteenth and seventeenth centuries and was brought to the Americas by the early colonists. However, the Spanish of Madrid and of northern Spain, called Castilian, developed (Answer: characteristics) that never reached the New World. These include the pronunciation of ""ci"" and ""ce"" as ""th. "" In Madrid, ""gracias"" (thank you) becomes ""gratheas"" (as opposed to ""gras-see-as"" in Latin America). Another difference is the use of the word ""vosotros"" (you all, or you guys) as the informal form of ""ustedes"" in Spain. Castilian sounds to Latin Americans much like British English sounds to US residents.","- Sau nhiều năm học tiếng Tây Ban Nha, một số người vẫn gặp khó khăn trong việc hiểu các diễn giả bản ngữ, điều này không có nghĩa là những bài học đã bị lãng phí.
- Tiếng Tây Ban Nha rất đa dạng, với 19 quốc gia và Puerto Rico nói tiếng này.
- Tiếng Tây Ban Nha tiêu chuẩn Latin Mỹ thường được dạy ở Hoa Kỳ, nhưng không phải là mẫu chuẩn duy nhất.
- Mỗi quốc gia có giọng điệu và từ vựng riêng, nhưng tiếng Tây Ban Nha Latin Mỹ thường được sử dụng ở các trung tâm đô thị.
- Phát âm của từng chữ cái và âm ""r"" mạnh là đặc điểm nổi bật của tiếng Tây Ban Nha này.
- Tiếng Tây Ban Nha của Madrid và miền bắc Tây Ban Nha, gọi là Castilian, có những đặc điểm phát âm riêng mà không có ở Châu Mỹ.

Danh sách từ trong phần Trả lời cùng với quy tắc ngữ pháp:
1. necessarily: Trạng từ chỉ sự cần thiết. Nó thường được sử dụng để nhấn mạnh rằng điều gì đó không phải lúc nào cũng đúng.
2. predominate: Động từ có nghĩa là chiếm ưu thế hoặc nổi bật hơn. Trong ngữ cảnh này, nó được dùng để mô tả một loại tiếng Tây Ban Nha phổ biến hơn.
3. mountainous: Tính từ mô tả về vùng núi. Nó được dùng để chỉ các khu vực có núi non.
4. accents: Danh từ số nhiều chỉ các cách phát âm khác nhau. Trong tiếng Tây Ban Nha, mỗi quốc gia có một giọng điệu riêng.
5. pronunciation: Danh từ chỉ cách phát âm. Nó chỉ cách mà một từ hoặc cụm từ được phát âm.
6. characteristics: Danh từ số nhiều chỉ các đặc điểm. Nó thường được dùng để mô tả những thuộc tính hoặc tính chất riêng biệt của một cái gì đó.",
#552 Ocean Floor,"The ocean floor is home to many unique communities of plants and animals. Most of these marine ecosystems are near the water surface, such as the Great Barrier Reef, a 2,000-km long coral (Answer: formation) off the northeastern coast of Australia. Coral reefs, like nearly all complex living communities, depend on solar energy for growth (photosynthesis). The sun's energy, however, penetrates at most only about 300 m below the surface of the water. The relatively shallow penetration of solar energy and the sinking of cold, subpolar water combine to make most of the deep ocean floor a (Answer: frigid) environment with few life forms. In 1977, scientists discovered hot springs at a depth of 2. 5 km, on the Galapagos Rift (spreading ridge) off the coast of Ecuador. This exciting discovery was not really (Answer: a surprise). Since the early 1970s, scientists had predicted that hot springs (geothermal vents) should be found at the active spreading centers along the mid-oceanic ridges, where magma, at temperatures over 1,000° Presumably was being erupted to form new oceanic crust. More exciting, because it was totally (Answer: unexpected) ,was the discovery of abundant and unusual sea life - giant tube worms, huge clams, and mussels - that (Answer: thrived) around the hot springs.","- Đáy đại dương là nơi sinh sống của nhiều cộng đồng thực vật và động vật độc đáo.
- Hệ sinh thái biển chủ yếu gần bề mặt nước, như rạn san hô Great Barrier, dài 2,000 km ở bờ đông Australia.
- Rạn san hô phụ thuộc vào năng lượng mặt trời để phát triển.
- Năng lượng mặt trời chỉ thâm nhập tối đa khoảng 300 m dưới bề mặt nước.
- Đáy đại dương sâu chủ yếu là môi trường lạnh lẽo với ít dạng sống.
- Vào năm 1977, các nhà khoa học phát hiện ra suối nước nóng ở độ sâu 2.5 km tại rãnh Galapagos.
- Phát hiện này không thực sự gây bất ngờ vì các nhà khoa học đã dự đoán rằng các suối nước nóng sẽ được tìm thấy ở các trung tâm phân tách hoạt động.
- Phát hiện thú vị hơn là sự hiện diện phong phú và bất thường của đời sống biển xung quanh suối nước nóng.

Danh sách từ trong phần ""Answer"":
1. formation
- Giải thích ngữ pháp: Danh từ, có nghĩa là sự hình thành hoặc cấu tạo. Trong ngữ cảnh này, nó chỉ việc hình thành rạn san hô.

2. frigid
- Giải thích ngữ pháp: Tính từ, có nghĩa là lạnh lẽo, thường chỉ về nhiệt độ thấp. Trong ngữ cảnh này, nó mô tả môi trường đáy đại dương.

3. a surprise
- Giải thích ngữ pháp: Danh từ, có nghĩa là một điều bất ngờ. Trong ngữ cảnh này, nó nói về việc phát hiện ra suối nước nóng không gây ra sự bất ngờ.

4. unexpected
- Giải thích ngữ pháp: Tính từ, có nghĩa là không mong đợi. Trong ngữ cảnh này, nó mô tả sự phong phú của đời sống biển quanh suối nước nóng.

5. thrived
- Giải thích ngữ pháp: Động từ, thể hiện thì quá khứ, có nghĩa là phát triển mạnh hoặc thịnh vượng. Trong ngữ cảnh này, nó chỉ sự phát triển mạnh mẽ của động vật xung quanh suối nước nóng.",
